Batch_ID,Blaine_cm2g,Gypsum_SO3_pct,WC_Ratio,Strength_3d_MPa,Strength_7d_MPa,Strength_28d_MPa
BATCH_0842,4037.4,2.33,0.446,36.86,62.14,77.41
BATCH_0843,4069.7,2.8,0.506,34.01,57.52,71.31
BATCH_0844,3487.3,2.2,0.473,36.48,59.87,77.84
BATCH_0845,3732.6,2.61,0.511,33.91,56.38,72.09
BATCH_0846,3740.0,2.84,0.513,33.96,53.75,73.52
BATCH_0847,4003.7,3.17,0.446,35.98,57.9,80.44
BATCH_0848,3492.8,3.12,0.469,37.34,57.27,73.25
BATCH_0849,3727.1,3.2,0.485,33.55,58.92,75.76
BATCH_0850,3173.2,3.14,0.42,29.94,54.98,72.2
BATCH_0851,3619.9,3.21,0.472,34.74,55.55,70.81
BATCH_0852,3775.9,3.1,0.481,35.93,56.73,74.31
BATCH_0853,3613.8,2.65,0.466,31.65,52.14,75.33
BATCH_0854,3605.0,3.02,0.474,33.65,56.16,77.59
BATCH_0855,3796.1,2.84,0.476,34.51,56.01,76.23
BATCH_0856,3783.7,2.53,0.481,35.56,53.27,75.3
BATCH_0857,3213.2,3.05,0.47,33.68,51.85,67.93
BATCH_0858,3329.1,2.82,0.463,37.34,59.52,75.74
BATCH_0859,3913.1,2.78,0.446,35.54,59.41,77.18
BATCH_0860,3325.6,2.95,0.46,34.48,56.93,71.56
BATCH_0861,3176.1,3.32,0.469,31.41,54.71,74.88
BATCH_0862,3957.5,2.86,0.519,34.8,52.58,74.95
BATCH_0863,3535.1,2.35,0.47,37.88,59.55,74.87
BATCH_0864,3602.8,2.12,0.487,35.05,53.77,72.17
BATCH_0865,3688.7,2.78,0.507,32.72,53.98,70.86
BATCH_0866,3429.4,2.64,0.488,36.61,54.06,70.18
BATCH_0867,3464.4,2.06,0.428,41.65,66.66,90.08
BATCH_0868,3807.9,2.74,0.472,35.52,58.01,76.38
BATCH_0869,3691.2,2.96,0.499,37.08,53.71,77.6
BATCH_0870,3635.4,3.08,0.51,37.56,59.04,79.14
BATCH_0871,3801.1,3.13,0.48,28.22,51.86,74.35
BATCH_0872,3664.1,3.01,0.521,29.09,55.05,68.2
BATCH_0873,3358.4,3.0,0.429,33.13,57.64,72.92
BATCH_0874,3496.8,2.28,0.496,31.25,53.24,73.6
BATCH_0875,3859.3,2.8,0.487,33.24,57.1,73.28
BATCH_0876,4206.4,2.78,0.513,38.62,56.28,76.49
BATCH_0877,3877.6,2.95,0.501,33.68,57.56,76.72
BATCH_0878,3602.8,3.0,0.474,35.01,54.83,75.66
BATCH_0879,3507.5,2.89,0.486,34.25,58.19,73.84
BATCH_0880,3444.7,2.52,0.524,31.37,53.0,66.89
BATCH_0881,3760.1,2.58,0.504,33.55,55.88,72.75
BATCH_0882,3485.1,3.06,0.444,29.48,53.5,70.84
BATCH_0883,3434.3,3.1,0.473,35.79,56.74,76.99
BATCH_0884,3632.2,2.43,0.461,32.04,56.16,72.68
BATCH_0885,3935.7,3.1,0.447,31.41,57.76,78.37
BATCH_0886,3222.2,3.12,0.436,37.08,59.13,78.42
BATCH_0887,3494.1,2.14,0.52,31.11,52.8,70.16
BATCH_0888,3826.3,2.98,0.453,35.24,58.85,74.8
BATCH_0889,3885.7,2.7,0.48,29.78,54.78,74.5
BATCH_0890,3662.9,2.65,0.481,36.9,55.39,74.87
BATCH_0891,3653.1,2.91,0.455,35.47,56.34,74.52
BATCH_0892,3861.1,2.84,0.522,34.06,54.36,72.92
BATCH_0893,3603.5,3.44,0.519,35.02,52.45,72.0
BATCH_0894,3119.7,3.0,0.441,33.68,53.84,74.37
BATCH_0895,4016.3,3.43,0.512,33.39,56.04,74.35
BATCH_0896,3551.9,2.96,0.471,35.13,57.29,75.74
BATCH_0897,3588.6,3.11,0.438,34.65,57.77,72.01
BATCH_0898,3686.3,2.52,0.516,32.94,54.18,72.39
BATCH_0899,3504.4,2.29,0.497,31.63,53.68,73.45
BATCH_0900,3686.7,3.01,0.445,35.01,54.87,72.6
BATCH_0901,3589.2,2.63,0.497,32.02,54.17,70.43
BATCH_0902,3512.8,3.11,0.459,33.69,53.38,72.93
BATCH_0903,3332.0,2.85,0.48,31.76,55.35,75.61
BATCH_0904,3728.3,2.87,0.461,34.72,54.96,74.3
BATCH_0905,3524.1,2.64,0.437,33.76,52.6,73.46
BATCH_0906,3718.4,2.62,0.485,35.63,55.91,72.75
BATCH_0907,3625.4,2.89,0.492,35.51,56.27,77.63
BATCH_0908,3471.6,3.2,0.46,35.78,56.11,70.55
BATCH_0909,3612.0,2.94,0.42,38.27,59.56,81.53
BATCH_0910,3555.8,2.63,0.476,40.08,58.88,81.3
BATCH_0911,4121.5,3.2,0.535,32.93,58.06,73.28
BATCH_0912,3566.1,2.79,0.518,35.34,53.45,68.15
BATCH_0913,3175.8,2.37,0.401,33.29,56.76,79.44
BATCH_0914,3348.6,2.81,0.515,33.14,53.3,69.49
BATCH_0915,3627.2,2.45,0.503,33.14,52.8,72.72
BATCH_0916,3320.5,2.56,0.513,29.9,49.68,70.69
BATCH_0917,3563.7,2.78,0.479,35.33,56.8,71.16
BATCH_0918,3880.0,2.86,0.504,31.36,51.64,72.95
BATCH_0919,3555.3,2.87,0.472,34.12,59.42,72.57
BATCH_0920,3878.0,3.06,0.463,37.55,59.7,75.35
BATCH_0921,3831.8,2.54,0.466,35.42,59.7,80.54
BATCH_0922,3459.9,3.31,0.459,33.72,55.08,73.83
BATCH_0923,3883.5,3.09,0.506,36.39,57.78,74.48
BATCH_0924,3815.5,2.77,0.572,29.46,55.68,70.77
BATCH_0925,4135.9,2.89,0.467,35.6,58.35,77.97
BATCH_0926,3766.1,2.87,0.423,34.81,58.16,76.88
BATCH_0927,3592.0,2.48,0.437,35.74,55.37,74.69
BATCH_0928,3522.7,3.07,0.437,34.92,59.09,77.49
BATCH_0929,3560.2,2.61,0.497,33.06,52.32,77.2
BATCH_0930,3144.4,2.47,0.491,33.96,54.42,72.58
BATCH_0931,3385.6,2.72,0.498,34.39,52.97,72.5
BATCH_0932,3385.4,3.31,0.419,32.85,54.39,76.59
BATCH_0933,3481.3,3.03,0.478,34.93,53.75,75.68
BATCH_0934,3729.9,2.45,0.53,34.36,53.12,74.82
BATCH_0935,3658.7,2.92,0.476,33.6,56.71,69.29
BATCH_0936,3032.0,2.32,0.462,30.85,51.11,72.29
BATCH_0937,3783.9,2.43,0.456,28.06,54.46,74.05
BATCH_0938,3775.9,2.69,0.45,34.2,55.4,72.44
BATCH_0939,3618.1,2.93,0.494,34.52,55.36,72.37
BATCH_0940,3363.6,3.28,0.516,36.39,55.1,71.63
BATCH_0941,3522.4,3.06,0.526,33.89,53.22,73.1
BATCH_0942,3554.4,2.83,0.518,33.59,55.01,71.86
BATCH_0943,4098.7,2.6,0.432,35.12,61.3,77.22
BATCH_0944,3569.3,2.55,0.541,32.06,51.24,68.13
BATCH_0945,3599.4,2.92,0.48,29.78,53.05,70.57
BATCH_0946,3296.6,3.06,0.496,30.36,52.08,70.82
BATCH_0947,3240.8,2.88,0.5,35.27,56.21,73.8
BATCH_0948,3498.6,2.95,0.495,35.17,54.86,70.87
BATCH_0949,3483.7,2.33,0.477,33.81,54.71,74.09
BATCH_0950,3444.9,2.57,0.488,32.08,54.01,71.59
BATCH_0951,3567.4,2.44,0.502,35.87,58.32,74.84
BATCH_0952,3694.4,2.93,0.49,31.71,53.41,73.12
BATCH_0953,3350.0,3.16,0.471,34.51,55.3,71.87
BATCH_0954,4095.0,2.86,0.483,36.02,53.99,75.18
BATCH_0955,3639.2,2.97,0.466,34.11,57.43,77.01
BATCH_0956,3949.1,2.18,0.504,37.42,63.19,78.23
BATCH_0957,3554.9,2.49,0.528,32.91,54.06,71.28
BATCH_0958,3272.8,3.1,0.457,34.93,53.01,73.9
BATCH_0959,4024.4,2.55,0.49,33.06,54.91,75.17
BATCH_0960,3673.1,2.69,0.473,33.74,57.14,70.15
BATCH_0961,3227.9,2.76,0.472,28.11,49.54,68.91
BATCH_0962,3846.2,3.04,0.504,36.84,58.03,75.53
BATCH_0963,4032.8,2.84,0.472,36.49,58.19,77.49
BATCH_0964,3373.4,2.58,0.52,30.93,54.18,72.49
BATCH_0965,3635.4,3.16,0.473,32.67,52.18,73.97
BATCH_0966,3887.5,2.36,0.459,31.23,52.75,77.09
BATCH_0967,3892.8,2.71,0.533,31.11,53.83,72.75
BATCH_0968,3384.8,3.21,0.471,37.15,63.15,79.22
BATCH_0969,3514.5,3.13,0.472,37.44,58.81,72.33
BATCH_0970,2766.0,3.19,0.449,29.64,51.83,71.31
BATCH_0971,3868.4,2.54,0.55,33.34,54.23,73.33
BATCH_0972,3417.1,2.86,0.469,37.61,55.07,72.78
BATCH_0973,3552.8,2.8,0.451,35.24,54.79,75.0
BATCH_0974,3358.5,3.32,0.496,31.27,53.19,70.13
BATCH_0975,3659.3,2.39,0.481,37.54,57.49,73.69
BATCH_0976,3498.2,2.98,0.515,34.22,54.13,72.23
BATCH_0977,3465.3,2.89,0.476,34.34,55.9,74.07
BATCH_0978,4001.4,2.54,0.482,33.8,56.45,73.72
BATCH_0979,3128.5,3.36,0.464,31.6,51.0,72.03
BATCH_0980,3198.6,2.78,0.457,34.41,55.17,72.23
BATCH_0981,3443.6,3.11,0.451,39.29,61.52,77.99
BATCH_0982,3565.7,2.75,0.48,37.5,60.75,74.71
BATCH_0983,3458.4,3.01,0.5,32.55,51.76,69.0
BATCH_0984,3962.0,2.72,0.482,30.82,55.62,74.95
BATCH_0985,3973.8,2.76,0.484,37.24,58.25,77.48
BATCH_0986,3586.4,2.52,0.433,37.18,57.89,71.55
BATCH_0987,3486.8,2.64,0.484,37.09,54.39,69.89
BATCH_0988,3452.5,2.36,0.488,36.27,53.61,73.99
BATCH_0989,3340.8,2.51,0.499,35.71,58.12,74.0
BATCH_0990,3933.6,2.46,0.544,32.25,52.97,73.08
BATCH_0991,3888.7,3.03,0.478,34.57,58.23,74.83
BATCH_0992,3206.9,2.83,0.525,35.29,51.88,73.19
BATCH_0993,3726.5,2.89,0.493,34.4,56.08,72.43
BATCH_0994,3778.7,2.24,0.459,34.39,54.5,71.42
BATCH_0995,3887.8,2.89,0.457,36.33,56.52,73.15
BATCH_0996,3201.3,3.19,0.446,34.6,53.19,74.72
BATCH_0997,3385.0,2.98,0.464,37.16,59.61,74.6
BATCH_0998,4010.6,2.81,0.441,37.32,61.1,78.27
BATCH_0999,3175.5,3.03,0.508,32.21,53.76,69.48
BATCH_1000,3470.4,2.63,0.448,34.77,54.7,75.59
BATCH_1001,3967.8,3.25,0.451,37.85,57.37,77.89
BATCH_1002,3709.9,2.86,0.456,29.2,56.14,78.63
BATCH_1003,3285.8,2.57,0.469,32.88,53.71,70.97
BATCH_1004,3657.9,2.89,0.422,35.49,59.58,83.68
BATCH_1005,3144.8,2.89,0.442,37.5,55.81,74.94
BATCH_1006,3496.1,2.4,0.422,36.37,60.76,76.12
BATCH_1007,3413.4,3.05,0.466,32.35,56.74,72.96
BATCH_1008,3248.6,2.34,0.482,37.21,58.92,78.87
BATCH_1009,3433.1,2.93,0.494,36.04,58.29,74.91
BATCH_1010,3881.6,2.51,0.474,32.08,54.93,70.81
BATCH_1011,3930.0,3.02,0.473,30.41,54.78,74.79
BATCH_1012,3670.3,2.77,0.488,33.56,55.48,73.38
BATCH_1013,3436.1,2.65,0.523,33.53,55.25,68.18
BATCH_1014,3748.9,2.86,0.512,34.06,55.45,75.62
BATCH_1015,3432.1,2.81,0.474,30.49,50.58,72.66
BATCH_1016,3285.2,2.79,0.517,34.2,52.13,66.76
BATCH_1017,3428.9,3.18,0.498,33.39,50.96,68.08
BATCH_1018,3502.3,2.67,0.477,34.33,55.01,75.76
BATCH_1019,3106.4,3.02,0.52,29.24,52.42,68.67
BATCH_1020,3465.4,3.25,0.476,38.96,55.95,75.95
BATCH_1021,3404.8,2.47,0.498,36.45,60.67,79.44
BATCH_1022,3484.1,2.92,0.451,35.07,55.61,75.35
BATCH_1023,3340.8,3.03,0.477,34.36,56.9,72.74
BATCH_1024,3400.3,3.11,0.485,36.26,54.98,75.42
BATCH_1025,3729.2,2.41,0.444,35.34,54.64,76.14
BATCH_1026,3520.1,2.46,0.466,38.24,58.33,81.38
BATCH_1027,4024.3,2.67,0.481,36.37,58.2,75.59
BATCH_1028,3659.6,3.11,0.523,32.79,52.54,68.9
BATCH_1029,3326.4,2.93,0.46,37.94,55.23,75.79
BATCH_1030,3878.1,2.48,0.47,40.1,62.6,81.51
BATCH_1031,3618.2,2.62,0.471,40.37,62.78,80.54
BATCH_1032,3849.7,1.93,0.499,35.02,53.52,73.87
BATCH_1033,3593.7,2.76,0.474,35.18,56.3,74.55
BATCH_1034,3701.3,2.46,0.442,38.24,59.02,76.89
BATCH_1035,3222.5,3.02,0.463,33.3,59.24,76.5
BATCH_1036,3392.1,2.93,0.516,33.51,53.02,72.2
BATCH_1037,3590.3,2.75,0.486,34.63,55.43,74.0
BATCH_1038,3355.1,2.56,0.491,28.71,51.78,71.17
BATCH_1039,3279.2,2.53,0.529,30.19,52.19,70.94
BATCH_1040,3492.1,2.3,0.525,30.06,50.11,68.81
BATCH_1041,3162.7,3.18,0.507,33.86,54.18,71.51
BATCH_1042,3609.3,2.67,0.49,30.95,50.37,70.21
BATCH_1043,3113.3,2.99,0.501,29.68,52.49,69.56
BATCH_1044,3560.0,2.63,0.476,35.94,55.07,74.5
BATCH_1045,3347.9,2.85,0.468,36.11,56.8,71.26
BATCH_1046,3609.1,2.21,0.434,32.58,56.91,74.54
BATCH_1047,3983.9,2.47,0.482,35.78,56.16,75.46
BATCH_1048,3179.0,2.98,0.481,37.33,56.83,71.33
BATCH_1049,3409.8,2.44,0.542,33.93,55.24,70.5
BATCH_1050,3737.4,2.85,0.488,35.57,55.2,71.22
BATCH_1051,3712.1,2.3,0.457,29.04,52.34,75.6
BATCH_1052,3839.7,2.85,0.445,31.9,53.55,75.3
BATCH_1053,3470.7,2.84,0.481,31.22,53.37,72.56
BATCH_1054,3818.7,2.7,0.488,35.27,59.37,76.15
BATCH_1055,3374.4,3.33,0.453,35.85,55.1,70.9
BATCH_1056,3577.3,3.25,0.496,29.15,55.96,74.68
BATCH_1057,3635.0,2.35,0.48,35.39,58.84,72.51
BATCH_1058,3596.2,3.27,0.46,39.0,59.09,75.21
BATCH_1059,3778.8,2.59,0.478,38.92,59.52,81.25
BATCH_1060,3456.5,2.25,0.521,33.23,56.89,73.6
BATCH_1061,3787.4,2.59,0.441,33.64,57.35,75.27
BATCH_1062,3534.3,2.87,0.494,35.97,55.78,76.36
BATCH_1063,3395.4,3.02,0.479,35.81,58.05,72.82
BATCH_1064,3778.4,2.9,0.509,35.89,55.49,74.47
BATCH_1065,3499.3,3.21,0.462,30.26,53.06,73.13
BATCH_1066,3265.2,2.34,0.451,34.53,56.73,71.7
BATCH_1067,3501.8,2.39,0.484,34.59,55.19,72.86
BATCH_1068,3238.1,2.38,0.497,34.9,55.84,73.92
BATCH_1069,3887.7,2.82,0.458,31.3,55.56,77.33
BATCH_1070,3613.7,2.56,0.44,36.71,58.11,77.39
BATCH_1071,3165.1,3.23,0.484,35.12,52.88,69.77
BATCH_1072,4500.7,2.81,0.523,37.31,58.96,78.35
BATCH_1073,3545.4,2.65,0.446,32.09,51.68,72.02
BATCH_1074,3514.9,2.59,0.474,35.15,56.78,73.72
BATCH_1075,3393.8,3.06,0.473,32.63,54.56,73.37
BATCH_1076,3611.8,2.38,0.418,35.48,59.47,77.12
BATCH_1077,3373.6,2.81,0.465,32.75,53.12,72.4
BATCH_1078,3400.0,2.26,0.442,40.07,61.44,79.44
BATCH_1079,4169.0,3.03,0.472,38.07,60.12,78.45
BATCH_1080,3664.6,2.7,0.549,33.71,55.14,67.51
BATCH_1081,3327.2,3.24,0.495,35.69,54.86,76.61
BATCH_1082,3333.1,3.05,0.469,31.15,54.03,74.71
BATCH_1083,3622.8,3.38,0.489,28.52,52.38,72.0
BATCH_1084,3778.1,2.56,0.448,32.63,58.23,72.82
BATCH_1085,3341.4,2.55,0.568,30.89,50.64,69.51
BATCH_1086,3429.5,3.16,0.55,28.45,51.76,69.41
BATCH_1087,3492.0,2.54,0.509,33.75,55.34,71.82
BATCH_1088,3409.8,2.88,0.446,30.25,54.85,73.38
BATCH_1089,3715.8,3.01,0.49,32.82,55.95,70.97
BATCH_1090,3729.9,2.76,0.518,35.2,55.05,71.77
BATCH_1091,3860.1,3.04,0.479,31.98,53.76,70.8
BATCH_1092,3520.8,2.3,0.505,34.93,57.09,72.8
BATCH_1093,3750.1,3.46,0.432,36.86,57.09,75.62
BATCH_1094,3820.3,2.88,0.487,34.13,55.95,73.33
BATCH_1095,3593.8,2.98,0.483,39.3,58.19,77.15
BATCH_1096,3429.0,2.52,0.441,39.51,57.28,81.78
BATCH_1097,3573.8,2.61,0.503,32.43,53.18,71.79
BATCH_1098,3074.9,3.0,0.471,34.76,51.15,68.46
BATCH_1099,3784.6,3.2,0.525,36.57,56.89,74.04
BATCH_1100,3564.6,2.87,0.482,27.45,51.02,73.43
BATCH_1101,3850.0,3.02,0.529,37.22,59.38,80.82
BATCH_1102,3625.4,2.72,0.482,33.87,54.55,71.84
BATCH_1103,3532.4,2.59,0.478,35.64,59.86,73.18
BATCH_1104,3416.0,3.1,0.515,32.66,56.29,73.91
BATCH_1105,3874.0,2.44,0.471,37.58,56.46,76.84
BATCH_1106,3492.3,2.97,0.512,29.37,51.89,69.02
BATCH_1107,3400.0,2.24,0.529,31.93,49.53,66.47
BATCH_1108,3773.9,2.57,0.42,34.47,55.8,74.91
BATCH_1109,3963.6,2.11,0.489,34.43,57.45,78.99
BATCH_1110,3549.7,3.2,0.489,34.65,56.15,72.36
BATCH_1111,3576.4,2.99,0.489,33.43,53.86,72.83
BATCH_1112,3799.1,2.72,0.456,37.88,59.27,76.42
BATCH_1113,3356.6,3.26,0.486,31.08,52.51,71.76
BATCH_1114,3655.8,2.82,0.472,40.49,63.39,82.32
BATCH_1115,3701.0,2.87,0.489,31.92,57.29,73.72
BATCH_1116,3940.4,2.74,0.467,36.07,59.5,75.54
BATCH_1117,3589.0,2.34,0.504,32.94,55.2,71.81
BATCH_1118,3481.0,2.97,0.441,31.97,55.15,74.78
BATCH_1119,3461.4,3.04,0.507,34.35,50.45,68.41
BATCH_1120,3327.7,2.8,0.472,31.09,52.36,74.49
BATCH_1121,3168.0,2.58,0.463,26.59,52.5,72.71
BATCH_1122,4047.3,2.68,0.491,29.2,52.08,79.43
BATCH_1123,3534.9,3.24,0.476,30.82,51.23,74.55
BATCH_1124,4081.3,3.04,0.516,27.08,52.1,72.91
BATCH_1125,3361.7,2.93,0.513,29.87,52.82,73.68
BATCH_1126,3263.2,2.91,0.462,34.59,56.28,70.56
BATCH_1127,3591.0,2.56,0.459,34.03,55.78,76.5
BATCH_1128,3287.9,2.66,0.516,30.85,52.29,69.28
BATCH_1129,3562.2,3.05,0.469,35.12,56.18,77.88
BATCH_1130,3960.4,2.89,0.451,34.21,57.4,76.98
BATCH_1131,3858.7,3.07,0.477,38.41,57.44,75.45
BATCH_1132,3209.7,2.72,0.482,32.93,52.3,67.62
BATCH_1133,3575.8,2.79,0.458,34.18,56.26,75.88
BATCH_1134,3534.1,2.97,0.447,34.55,56.6,75.31
BATCH_1135,3864.2,2.89,0.475,34.16,56.43,77.32
BATCH_1136,3457.8,2.84,0.459,32.9,54.08,70.52
BATCH_1137,3484.8,1.93,0.447,38.4,62.05,75.71
BATCH_1138,3137.1,2.64,0.476,39.74,60.09,77.75
BATCH_1139,3516.9,3.15,0.466,31.01,53.33,74.9
BATCH_1140,3345.2,2.84,0.42,33.07,61.3,78.32
BATCH_1141,3799.3,2.62,0.4,37.68,56.08,82.57
BATCH_1142,3134.0,3.19,0.466,33.86,58.12,73.04
BATCH_1143,3473.1,2.93,0.494,35.92,55.77,68.95
BATCH_1144,3189.1,2.79,0.488,34.37,59.1,73.81
BATCH_1145,3684.5,2.44,0.459,35.33,55.63,73.7
BATCH_1146,3672.4,2.56,0.479,31.5,54.14,74.73
BATCH_1147,3595.2,2.62,0.488,32.89,53.76,70.69
BATCH_1148,3642.6,2.65,0.449,37.47,61.1,78.74
BATCH_1149,3630.4,2.78,0.484,30.9,52.45,77.08
BATCH_1150,3197.3,2.92,0.478,34.57,54.68,72.67
BATCH_1151,3533.3,2.64,0.453,37.72,59.04,78.68
BATCH_1152,3721.1,3.11,0.494,31.49,59.33,74.43
BATCH_1153,3435.4,3.29,0.498,30.17,52.77,71.62
BATCH_1154,3645.4,2.74,0.427,39.18,62.77,83.66
BATCH_1155,3542.6,2.89,0.453,40.04,62.18,81.43
BATCH_1156,4225.9,2.14,0.503,31.42,57.84,74.1
BATCH_1157,3296.7,3.36,0.482,38.23,60.8,74.55
BATCH_1158,3575.2,2.95,0.503,30.74,55.84,71.68
BATCH_1159,3448.9,2.86,0.497,32.13,54.16,69.77
BATCH_1160,3463.2,2.76,0.531,31.07,51.43,70.48
BATCH_1161,3383.4,2.6,0.499,30.27,53.39,71.68
BATCH_1162,3403.5,2.46,0.505,36.52,54.32,75.68
BATCH_1163,3355.9,2.91,0.511,28.8,52.02,67.62
BATCH_1164,3636.8,3.06,0.481,34.11,55.48,72.38
BATCH_1165,3642.4,2.62,0.397,35.17,57.11,78.99
BATCH_1166,3817.2,2.86,0.508,35.83,56.57,74.93
BATCH_1167,3729.0,2.91,0.47,35.59,54.82,76.79
BATCH_1168,3823.3,2.77,0.492,34.69,55.2,76.17
BATCH_1169,3766.4,3.32,0.495,33.7,53.69,77.85
BATCH_1170,3756.2,2.42,0.452,35.42,57.16,74.06
BATCH_1171,3589.9,2.79,0.495,35.71,61.8,74.73
BATCH_1172,3555.9,2.91,0.439,34.94,59.39,77.08
BATCH_1173,3592.1,2.77,0.542,36.73,54.99,69.67
BATCH_1174,3968.6,2.84,0.487,31.49,54.74,72.4
BATCH_1175,3456.9,3.09,0.439,33.83,56.21,72.15
BATCH_1176,3958.6,2.46,0.494,33.83,55.67,76.76
BATCH_1177,3577.9,3.26,0.528,33.59,55.37,77.58
BATCH_1178,3895.1,2.91,0.488,39.04,61.19,80.31
BATCH_1179,3252.8,3.06,0.446,36.62,56.28,74.55
BATCH_1180,3662.6,2.55,0.419,32.5,56.27,78.06
BATCH_1181,3571.3,2.8,0.472,33.5,52.07,74.01
BATCH_1182,3641.8,3.04,0.465,33.04,58.17,72.96
BATCH_1183,3832.9,2.94,0.46,33.32,56.8,76.19
BATCH_1184,3879.1,2.87,0.491,32.36,56.93,71.69
BATCH_1185,3967.7,3.32,0.449,38.48,58.6,77.39
BATCH_1186,3336.6,2.76,0.459,30.51,49.84,71.55
BATCH_1187,3731.7,2.46,0.487,35.91,55.92,74.54
BATCH_1188,3208.5,2.89,0.46,29.51,51.72,68.55
BATCH_1189,3187.2,2.83,0.524,30.0,50.81,69.75
BATCH_1190,3795.8,2.76,0.444,38.45,58.72,75.97
BATCH_1191,3708.9,2.84,0.486,36.9,53.9,72.62
BATCH_1192,3348.8,2.99,0.445,34.52,55.45,74.48
BATCH_1193,3326.4,3.08,0.425,35.65,56.33,73.11
BATCH_1194,3836.7,2.75,0.494,34.23,56.61,74.29
BATCH_1195,3672.8,2.46,0.474,33.97,57.39,74.7
BATCH_1196,4130.8,2.65,0.46,38.07,58.34,75.49
BATCH_1197,3320.2,2.89,0.482,31.81,53.03,72.56
BATCH_1198,3635.9,2.24,0.514,35.18,53.95,73.91
BATCH_1199,3491.6,2.75,0.487,32.41,56.38,73.43
BATCH_1200,3689.6,2.81,0.471,33.58,53.7,75.1
