Batch_ID,Raw_CaO,Raw_SiO2,Raw_Al2O3,Raw_Fe2O3,Raw_MgO,Raw_SO3,LOI,Clinker_CaO,Clinker_SiO2,Clinker_Al2O3,Clinker_Fe2O3,LSF,SM,AM,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct,Free_CaO_pct,C3S_pct,C2S_pct,C3A_pct,C4AF_pct,Blaine_cm2g,Gypsum_SO3_pct,WC_Ratio,Strength_3d_MPa,Strength_7d_MPa,Strength_28d_MPa
BATCH_0581,42.96,13.22,2.92,1.9,1.44,0.37,36.1,67.22,20.68,4.57,2.97,1.0292,2.7446,1.5407,1431.6,161.9,1057.2,885.1,15.75,0.99,75.85,5.0,7.09,9.02,3583.4,2.78,0.527,33.13,55.66,69.69
BATCH_0582,43.17,13.48,2.89,2.04,1.73,0.26,34.65,66.06,20.63,4.43,3.13,1.0144,2.7318,1.4161,1479.2,176.1,1101.8,876.5,11.34,0.396,75.13,5.0,6.44,9.51,3338.6,2.74,0.468,38.3,55.5,75.08
BATCH_0583,43.42,13.83,3.12,1.99,1.41,0.51,34.78,66.58,21.2,4.78,3.06,0.9926,2.7057,1.5624,1361.5,167.9,1047.5,876.1,13.01,1.248,66.18,10.85,7.49,9.3,3866.3,2.98,0.501,32.1,57.23,72.33
BATCH_0584,43.96,13.99,3.0,2.07,0.97,0.42,35.12,67.75,21.56,4.62,3.19,0.9965,2.7601,1.4489,1432.2,182.0,951.3,869.4,11.38,0.801,71.22,8.09,6.85,9.71,3672.3,2.75,0.499,33.72,57.11,74.72
BATCH_0585,43.28,14.25,3.44,2.43,1.33,0.35,35.08,66.67,21.95,5.3,3.74,0.9492,2.4285,1.4183,1435.7,197.7,1102.9,969.9,13.54,0.886,58.56,18.74,7.72,11.37,3740.8,2.67,0.487,30.92,54.32,75.14
BATCH_0586,43.76,14.28,3.17,2.26,1.28,0.36,35.99,68.37,22.31,4.95,3.52,0.9668,2.6321,1.4056,1374.1,183.6,1116.3,967.2,13.69,1.17,64.07,15.64,7.16,10.72,3305.5,2.93,0.513,31.8,54.01,69.94
BATCH_0587,42.76,13.64,3.0,1.95,1.62,0.15,34.8,65.58,20.92,4.6,2.99,0.993,2.7551,1.5366,1404.0,183.4,1184.8,874.6,10.54,0.734,69.15,7.81,7.12,9.11,3775.4,2.84,0.437,36.63,60.45,76.9
BATCH_0588,42.66,14.14,2.7,2.3,1.22,0.3,36.29,66.96,22.2,4.24,3.61,0.9621,2.8301,1.1747,1416.0,186.5,1108.2,890.3,11.74,0.649,66.23,13.69,5.13,10.98,3543.8,3.12,0.48,34.07,57.45,73.11
BATCH_0589,43.43,13.39,3.64,2.09,1.36,0.47,34.65,66.45,20.49,5.57,3.19,1.0049,2.3375,1.745,1420.6,218.5,1089.5,934.1,11.38,1.349,65.25,9.51,9.36,9.72,3677.2,2.7,0.454,33.16,56.17,70.45
BATCH_0590,44.34,13.6,3.11,2.19,1.69,0.44,35.2,68.43,20.99,4.8,3.38,1.0254,2.5661,1.42,1395.6,155.7,1044.2,922.9,11.52,0.847,76.56,5.0,7.0,10.29,3461.8,2.48,0.445,38.94,59.93,79.66
BATCH_0591,43.17,14.52,3.09,2.34,1.4,0.45,34.95,66.37,22.33,4.76,3.6,0.9406,2.6717,1.3211,1476.8,177.5,1152.2,895.5,12.84,0.3,60.19,18.6,6.51,10.96,3473.9,2.48,0.517,33.41,52.94,70.89
BATCH_0592,43.67,13.47,3.14,1.83,1.23,0.5,35.63,67.84,20.93,4.88,2.85,1.023,2.7088,1.7151,1421.2,174.3,1094.2,939.6,13.16,0.963,74.11,5.0,8.12,8.66,3873.2,3.09,0.492,37.02,58.92,75.78
BATCH_0593,42.39,14.41,3.5,1.96,1.51,0.22,35.9,66.12,22.48,5.46,3.06,0.925,2.6383,1.7854,1445.3,171.4,1038.6,936.1,9.84,0.321,54.99,22.96,9.3,9.31,3316.9,2.4,0.482,31.21,56.01,70.67
BATCH_0594,44.27,14.34,2.99,2.17,1.14,0.49,35.21,68.33,22.13,4.62,3.35,0.9805,2.7787,1.3797,1417.4,173.9,1038.8,820.9,10.94,0.846,68.53,11.75,6.57,10.19,3499.3,2.75,0.5,35.55,57.0,71.34
BATCH_0595,44.23,11.94,3.63,2.34,1.25,0.36,35.57,68.65,18.53,5.63,3.63,1.1252,2.0013,1.5482,1434.4,164.8,1087.9,960.0,13.28,1.036,89.81,5.0,8.76,11.06,3855.7,2.89,0.488,40.96,64.68,82.06
BATCH_0596,43.89,13.57,3.06,1.89,1.6,0.45,35.45,67.99,21.01,4.74,2.93,1.0234,2.7395,1.6177,1448.9,154.1,1092.0,908.8,12.08,0.428,77.27,5.0,7.6,8.92,3513.5,3.05,0.423,41.03,61.59,79.22
BATCH_0597,42.15,14.91,3.19,1.96,1.56,0.49,35.09,64.94,22.98,4.92,3.01,0.8994,2.8957,1.6335,1377.3,217.5,1113.8,936.1,13.25,1.485,44.16,32.56,7.95,9.17,3444.6,3.43,0.471,27.88,49.33,69.16
BATCH_0598,43.97,12.14,4.01,2.4,1.35,0.4,35.48,68.15,18.81,6.22,3.72,1.0893,1.8924,1.6724,1430.6,171.2,1109.6,914.2,12.36,1.062,81.25,5.0,10.19,11.32,3271.6,2.81,0.485,37.98,58.71,78.22
BATCH_0599,42.79,14.72,3.18,2.33,1.48,0.44,36.02,66.88,23.01,4.97,3.65,0.9193,2.6701,1.3635,1411.5,187.5,1093.4,887.8,12.34,1.027,52.67,26.23,7.0,11.09,3734.0,3.03,0.48,27.85,51.7,73.19
BATCH_0600,42.7,13.46,3.19,1.83,1.46,0.54,35.22,65.91,20.77,4.92,2.82,1.0004,2.6846,1.7441,1429.8,192.1,1154.7,969.5,15.31,1.125,66.48,9.4,8.26,8.58,3420.4,3.04,0.501,33.76,56.07,70.13
BATCH_0601,42.61,13.94,3.17,1.83,1.21,0.44,34.81,65.36,21.39,4.86,2.81,0.9675,2.787,1.729,1401.6,171.6,1061.8,890.8,14.96,0.864,61.39,15.01,8.13,8.56,3968.2,2.7,0.46,35.14,56.9,75.32
BATCH_0602,41.61,13.06,2.96,2.01,1.34,0.36,35.66,64.67,20.3,4.6,3.12,1.0043,2.6309,1.475,1427.7,180.5,1063.9,833.0,11.01,0.683,69.26,5.96,6.91,9.49,3538.2,2.46,0.465,33.62,55.47,71.05
BATCH_0603,42.55,13.64,3.29,2.09,1.56,0.36,35.04,65.51,21.0,5.07,3.22,0.9781,2.5352,1.5735,1441.7,196.9,1113.7,919.2,13.12,0.977,62.86,12.79,7.98,9.8,3850.3,3.04,0.504,33.4,55.08,72.93
BATCH_0604,43.32,14.21,2.96,2.01,1.47,0.43,35.85,67.53,22.14,4.62,3.13,0.9706,2.8586,1.4743,1437.8,196.5,1028.8,881.0,12.84,0.795,65.96,13.72,6.93,9.53,4444.4,2.95,0.478,36.14,58.94,79.2
BATCH_0605,44.3,14.07,3.73,1.7,1.49,0.53,34.58,67.72,21.51,5.7,2.59,0.985,2.5925,2.1987,1439.2,160.0,1169.5,950.5,13.01,0.604,65.47,12.28,10.72,7.89,4098.4,2.93,0.473,36.55,60.52,79.48
BATCH_0606,42.42,13.86,3.13,2.23,1.31,0.57,34.58,64.85,21.18,4.79,3.41,0.9639,2.5847,1.4046,1374.9,198.8,1061.8,848.2,12.86,1.246,58.4,16.67,6.92,10.37,3322.6,2.3,0.48,31.15,52.17,69.47
BATCH_0607,43.11,13.03,3.18,2.16,1.16,0.35,36.27,67.64,20.45,4.98,3.39,1.0335,2.4429,1.4706,1431.4,172.1,1063.3,951.3,10.58,0.555,77.79,5.0,7.47,10.31,3644.3,3.05,0.489,37.32,58.61,78.61
BATCH_0608,42.45,13.39,3.24,1.94,1.39,0.38,35.55,65.86,20.77,5.02,3.01,0.9959,2.5866,1.6684,1414.4,169.3,1068.1,876.8,13.07,0.956,66.69,9.23,8.21,9.16,3407.3,3.26,0.471,35.68,53.62,68.25
BATCH_0609,42.74,13.82,3.5,2.08,1.52,0.38,36.0,66.77,21.59,5.47,3.26,0.9659,2.473,1.6815,1441.0,182.7,1080.1,930.3,11.69,0.432,62.89,14.45,9.0,9.91,3595.0,2.41,0.498,33.85,57.53,72.86
BATCH_0610,42.96,14.01,2.55,2.09,1.06,0.28,36.38,67.53,22.02,4.0,3.28,0.9844,3.0226,1.219,1413.4,199.1,1118.6,920.7,12.47,0.984,70.71,9.79,5.05,9.99,3464.0,2.93,0.438,35.22,56.05,76.91
BATCH_0611,42.1,14.03,3.01,1.77,1.47,0.18,35.16,64.92,21.63,4.64,2.73,0.9558,2.934,1.6983,1466.5,209.8,1034.4,962.1,13.02,0.756,60.91,16.08,7.67,8.32,3486.7,3.0,0.479,29.24,57.22,73.33
BATCH_0612,42.98,13.87,3.59,2.08,1.17,0.38,34.58,65.7,21.21,5.48,3.17,0.9659,2.4507,1.7282,1403.7,201.4,1158.6,924.3,10.58,0.777,60.1,15.46,9.16,9.65,3603.8,2.9,0.469,32.85,54.09,73.18
BATCH_0613,44.47,13.55,3.31,1.85,1.45,0.36,35.43,68.87,20.99,5.12,2.87,1.0313,2.6272,1.783,1392.8,222.5,1082.3,911.5,13.85,1.593,74.29,5.0,8.71,8.74,3700.8,2.95,0.487,38.6,55.27,76.1
BATCH_0614,44.27,14.44,3.5,2.12,1.27,0.26,36.18,69.36,22.62,5.49,3.32,0.9622,2.5682,1.6531,1418.6,203.0,1084.5,951.4,13.77,1.088,63.24,17.15,8.93,10.1,3929.1,1.93,0.443,34.41,57.2,78.54
BATCH_0615,42.63,14.14,3.45,2.42,1.28,0.32,36.26,66.88,22.19,5.42,3.8,0.9406,2.4072,1.427,1477.8,168.7,1125.4,1007.3,13.63,0.469,58.45,19.52,7.94,11.56,3919.5,2.96,0.504,32.7,57.36,75.55
BATCH_0616,43.4,12.91,3.64,1.91,1.65,0.39,35.59,67.39,20.04,5.64,2.97,1.0395,2.3277,1.903,1461.2,197.0,1121.5,940.3,13.13,0.71,75.21,5.0,9.94,9.03,3629.6,2.47,0.485,36.42,56.86,78.6
BATCH_0617,42.72,14.08,3.05,2.39,1.41,0.51,35.5,66.23,21.84,4.72,3.7,0.9569,2.5928,1.2772,1427.2,175.9,1076.4,879.5,14.14,0.757,61.31,16.35,6.26,11.25,3730.6,2.64,0.448,34.13,54.92,74.73
BATCH_0618,43.71,13.1,3.9,2.36,1.4,0.49,35.27,67.52,20.24,6.02,3.64,1.0188,2.0934,1.6531,1362.7,217.9,1070.5,915.2,9.72,1.545,66.92,7.55,9.8,11.09,3323.4,2.83,0.464,32.33,52.41,70.51
BATCH_0619,43.48,13.69,3.28,2.32,1.55,0.4,35.21,67.1,21.13,5.06,3.58,0.9932,2.4456,1.4105,1436.1,209.4,1140.2,908.3,14.42,1.3,66.43,10.47,7.33,10.91,3359.3,2.75,0.436,30.82,53.43,73.05
BATCH_0620,42.54,13.42,3.95,2.46,1.7,0.37,36.48,66.97,21.13,6.22,3.88,0.9683,2.0929,1.6058,1504.9,185.5,1148.9,927.2,12.43,0.312,61.74,14.02,9.93,11.79,3547.6,2.98,0.491,34.14,57.64,67.83
BATCH_0621,42.4,14.34,3.2,2.03,1.11,0.61,36.17,66.43,22.47,5.01,3.18,0.9358,2.7463,1.5765,1445.8,192.7,1056.9,923.2,12.38,0.799,55.51,22.54,7.89,9.66,3939.9,2.37,0.448,34.02,55.82,78.25
BATCH_0622,44.59,13.42,3.23,1.95,1.57,0.35,34.87,68.47,20.61,4.96,2.99,1.0437,2.5915,1.6573,1416.6,154.7,1019.3,920.3,10.51,0.976,79.01,5.0,8.08,9.11,3084.6,2.56,0.481,35.39,55.16,72.23
BATCH_0623,43.22,13.14,3.49,2.39,1.36,0.54,35.29,66.79,20.3,5.4,3.69,1.0163,2.2324,1.462,1468.1,181.3,1186.7,895.1,9.57,0.3,72.47,5.0,8.06,11.24,3433.1,2.96,0.445,36.29,56.21,74.47
BATCH_0624,43.74,14.18,2.7,2.41,1.5,0.47,35.66,67.99,22.03,4.2,3.75,0.9829,2.7735,1.121,1393.4,189.3,1156.3,916.1,15.5,1.357,68.12,11.78,4.79,11.4,3885.2,2.89,0.498,31.1,55.67,72.31
BATCH_0625,43.29,13.64,2.9,2.05,1.14,0.37,35.96,67.61,21.3,4.53,3.21,1.0066,2.7518,1.4121,1356.8,160.2,1142.6,949.7,12.07,1.09,72.26,6.55,6.58,9.76,3649.7,2.94,0.491,33.21,52.17,71.43
BATCH_0626,42.5,13.73,3.1,2.49,1.15,0.41,36.28,66.7,21.55,4.86,3.91,0.9708,2.4571,1.2439,1419.4,178.2,1094.6,915.4,13.81,1.001,63.6,13.8,6.27,11.89,3704.7,1.89,0.489,30.63,55.33,75.41
BATCH_0627,43.45,13.58,3.6,1.94,1.74,0.41,35.28,67.14,20.98,5.57,3.0,0.9965,2.4465,1.8541,1455.2,226.0,1109.0,916.1,10.9,1.003,66.27,10.15,9.68,9.14,3341.0,2.74,0.567,31.82,50.57,66.95
BATCH_0628,43.72,14.08,3.59,1.97,1.11,0.39,36.39,68.73,22.13,5.64,3.09,0.9713,2.5334,1.8256,1407.8,167.4,1096.0,895.5,9.75,0.48,65.52,14.03,9.73,9.41,3315.9,2.87,0.46,36.18,59.03,76.16
BATCH_0629,43.53,14.47,3.22,1.61,1.49,0.43,36.28,68.31,22.71,5.05,2.53,0.9579,2.9958,2.0001,1411.4,167.4,1082.0,978.3,11.12,0.331,64.59,16.4,9.12,7.69,3232.9,2.79,0.53,35.15,55.04,70.22
BATCH_0630,42.47,13.05,3.11,2.41,1.53,0.47,35.98,66.34,20.38,4.87,3.77,1.015,2.3604,1.2905,1451.1,186.3,1106.0,946.5,11.68,0.558,72.72,5.0,6.51,11.47,3780.7,3.17,0.446,38.26,61.23,76.75
BATCH_0631,42.56,13.3,3.25,2.67,1.62,0.39,35.63,66.11,20.66,5.05,4.15,0.9923,2.2468,1.2183,1421.4,198.0,1054.5,944.5,10.82,1.064,66.15,9.34,6.37,12.62,3526.5,2.86,0.469,33.99,53.87,75.67
BATCH_0632,43.62,13.89,3.57,2.19,1.29,0.17,35.23,67.35,21.45,5.51,3.38,0.978,2.4129,1.6319,1411.7,195.4,1080.4,921.1,13.13,0.944,64.75,12.65,8.89,10.28,3755.8,3.29,0.475,33.38,56.2,70.4
BATCH_0633,43.14,13.83,3.18,2.3,1.28,0.44,36.24,67.66,21.69,4.99,3.6,0.9799,2.525,1.3835,1379.9,191.1,1083.9,918.4,11.96,1.12,65.44,12.81,7.11,10.97,3348.8,2.9,0.497,30.3,52.2,70.87
BATCH_0634,43.04,13.37,3.09,2.51,1.22,0.37,35.18,66.4,20.63,4.77,3.87,1.006,2.3885,1.2337,1406.4,176.3,1083.4,931.2,9.93,0.926,70.54,5.93,6.1,11.77,3758.1,2.43,0.412,35.54,57.96,81.35
BATCH_0635,44.92,14.2,3.19,2.01,1.62,0.42,35.11,69.22,21.88,4.92,3.1,1.0006,2.7313,1.5881,1480.6,154.7,1121.2,897.5,13.12,0.384,74.65,6.42,7.79,9.42,3727.4,3.09,0.522,38.93,57.78,74.19
BATCH_0636,42.65,13.3,3.05,2.54,1.32,0.49,35.72,66.35,20.69,4.75,3.94,1.0023,2.3802,1.2039,1406.8,183.9,1139.6,897.1,11.54,1.209,68.21,7.86,5.91,12.0,3846.1,3.04,0.504,34.12,57.46,71.93
BATCH_0637,41.86,14.17,3.0,1.71,0.89,0.55,34.99,64.4,21.8,4.61,2.64,0.9432,3.007,1.7477,1353.3,179.0,1117.7,867.5,11.67,1.126,54.8,21.15,7.75,8.03,3673.3,2.66,0.487,30.45,51.27,73.8
BATCH_0638,42.46,13.83,3.22,2.41,1.48,0.13,35.08,65.4,21.3,4.97,3.71,0.9616,2.4552,1.3382,1429.2,158.2,1051.7,887.5,11.5,0.3,63.91,12.85,6.88,11.29,3650.9,2.38,0.491,36.49,53.43,73.23
BATCH_0639,44.37,13.54,3.04,2.18,1.63,0.41,35.48,68.77,20.98,4.72,3.37,1.0326,2.5942,1.3994,1421.5,169.5,1156.3,924.9,12.16,0.823,78.82,5.0,6.8,10.26,3856.7,2.72,0.511,36.8,60.06,77.1
BATCH_0640,43.11,13.23,3.55,1.72,1.33,0.4,35.43,66.76,20.49,5.5,2.67,1.0159,2.5077,2.0603,1420.6,182.7,1130.5,918.6,11.95,0.881,69.93,5.99,10.06,8.13,3447.1,3.04,0.461,37.1,56.47,72.33
BATCH_0641,43.83,14.57,3.35,1.99,1.68,0.52,34.89,67.32,22.37,5.14,3.06,0.9507,2.7262,1.6796,1429.4,198.2,1209.2,898.3,11.15,0.685,60.03,18.86,8.45,9.32,3262.6,2.98,0.432,34.48,54.46,77.22
BATCH_0642,44.76,13.16,3.3,2.08,1.38,0.48,35.47,69.37,20.39,5.11,3.22,1.0619,2.4467,1.5858,1478.5,183.8,1132.8,933.2,14.03,0.85,82.9,5.0,8.09,9.81,3868.8,3.13,0.512,38.26,60.84,79.47
BATCH_0643,41.8,13.73,3.66,1.86,1.44,0.33,35.75,65.06,21.37,5.7,2.9,0.9491,2.4842,1.9663,1390.2,187.5,1138.0,888.5,14.58,1.233,53.56,20.85,10.2,8.82,3539.6,2.9,0.541,30.26,49.25,67.75
BATCH_0644,44.71,14.24,3.58,2.12,1.24,0.39,36.37,70.27,22.37,5.62,3.33,0.982,2.499,1.6884,1391.8,203.4,1139.5,940.8,14.35,1.102,67.23,13.43,9.27,10.13,3747.0,2.41,0.48,34.84,58.16,75.92
BATCH_0645,43.67,14.65,3.15,2.24,1.54,0.37,35.26,67.46,22.63,4.87,3.46,0.9441,2.7179,1.4059,1416.0,179.8,1038.1,904.5,14.74,1.09,58.93,20.42,7.04,10.53,3455.0,2.8,0.509,30.68,53.54,72.08
BATCH_0646,42.9,14.23,3.25,2.2,1.25,0.32,34.9,65.91,21.86,4.99,3.37,0.9497,2.6126,1.4801,1453.1,178.8,1114.3,907.7,13.85,0.557,60.12,17.32,7.52,10.27,3566.1,3.04,0.515,31.11,56.42,72.4
BATCH_0647,43.39,13.67,3.45,1.92,1.2,0.28,35.75,67.52,21.28,5.37,2.99,0.9933,2.545,1.7983,1458.1,167.5,1150.0,925.9,14.15,0.503,69.46,8.61,9.18,9.09,3443.6,2.94,0.467,32.96,54.98,72.6
BATCH_0648,43.83,13.23,3.23,2.24,1.27,0.42,35.87,68.35,20.63,5.04,3.5,1.0342,2.4171,1.4418,1405.5,190.6,1111.8,922.3,14.84,1.501,74.63,5.0,7.44,10.64,3427.4,2.77,0.478,34.89,59.24,73.08
BATCH_0649,42.82,12.55,3.02,1.73,1.58,0.2,35.42,66.3,19.44,4.68,2.69,1.0732,2.64,1.7411,1370.9,180.1,1155.5,917.2,10.61,1.318,80.68,5.0,7.85,8.17,3483.1,3.14,0.506,35.8,58.91,75.5
BATCH_0650,43.84,14.1,3.0,2.13,1.23,0.4,35.76,68.24,21.95,4.67,3.32,0.9855,2.7454,1.4064,1431.6,205.2,1034.5,939.3,14.72,1.34,67.56,11.98,6.76,10.11,3808.2,2.98,0.519,31.75,52.47,72.41
BATCH_0651,41.66,12.94,3.09,2.35,1.2,0.54,35.61,64.7,20.09,4.79,3.65,1.0049,2.3782,1.3117,1426.3,187.3,1122.8,943.6,11.88,0.563,68.58,5.86,6.52,11.12,3452.9,2.53,0.489,34.16,53.79,74.3
BATCH_0652,43.06,13.47,3.89,1.95,1.6,0.36,34.67,65.91,20.62,5.96,2.98,0.9865,2.3072,1.9978,1382.0,181.5,1132.5,956.8,14.84,1.742,58.7,14.83,10.74,9.07,3662.6,2.6,0.494,31.57,53.83,67.17
BATCH_0653,41.82,14.85,3.14,2.08,1.57,0.49,35.57,64.9,23.06,4.87,3.23,0.8952,2.8454,1.5076,1460.5,200.6,1098.0,975.5,11.56,0.562,47.21,30.48,7.44,9.83,3554.5,2.64,0.482,29.95,53.4,71.85
BATCH_0654,42.4,13.34,2.59,2.13,1.37,0.28,34.93,65.16,20.49,3.99,3.28,1.0134,2.8209,1.2154,1426.8,195.4,1089.2,930.7,12.91,0.92,73.07,5.0,5.01,9.98,4114.1,2.66,0.5,36.92,57.1,76.21
BATCH_0655,42.32,13.88,2.92,1.97,1.22,0.38,34.91,65.02,21.32,4.49,3.02,0.9698,2.839,1.4862,1422.5,176.8,1176.6,952.4,11.33,0.723,63.61,13.14,6.79,9.19,3424.8,2.68,0.494,32.96,52.55,69.37
BATCH_0656,44.37,14.04,2.95,1.96,1.54,0.5,36.43,69.79,22.09,4.64,3.09,1.0052,2.8588,1.5014,1439.3,208.5,1181.8,937.6,11.24,0.8,75.14,6.65,7.06,9.4,3503.2,3.03,0.535,35.16,57.3,72.17
BATCH_0657,42.95,14.83,3.5,1.78,1.37,0.31,36.11,67.23,23.22,5.47,2.79,0.9162,2.8111,1.9637,1434.5,179.5,1055.9,987.8,12.59,0.573,52.81,26.72,9.79,8.48,3536.7,3.29,0.507,30.58,52.17,71.68
BATCH_0658,43.64,14.08,3.08,2.03,1.25,0.48,36.38,68.59,22.14,4.85,3.2,0.9816,2.7509,1.5164,1387.8,192.8,1110.4,918.2,11.51,0.892,68.1,12.09,7.44,9.73,3438.1,2.7,0.409,35.4,59.42,78.14
BATCH_0659,43.28,13.58,3.24,1.99,1.2,0.46,35.59,67.2,21.09,5.04,3.09,1.0016,2.596,1.6321,1399.6,194.1,1139.8,926.7,13.96,1.215,68.07,9.1,8.13,9.39,3795.9,3.03,0.471,34.64,56.86,77.63
BATCH_0660,43.36,12.7,3.34,2.25,1.38,0.64,34.67,66.36,19.45,5.11,3.45,1.0564,2.2723,1.4799,1396.1,174.6,1080.2,917.0,12.01,0.931,76.55,5.0,7.69,10.5,3463.4,2.77,0.517,38.09,58.17,71.64
BATCH_0661,43.17,13.41,2.98,2.4,1.54,0.32,35.3,66.73,20.73,4.61,3.71,1.0114,2.4899,1.2413,1424.2,144.6,1033.4,890.0,11.34,0.659,73.76,5.0,5.93,11.3,3121.5,2.37,0.494,33.95,53.62,74.76
BATCH_0662,42.71,13.9,3.59,2.07,1.21,0.25,36.06,66.8,21.74,5.61,3.23,0.9582,2.4603,1.7354,1377.3,193.0,1084.0,895.7,11.43,1.091,58.87,17.93,9.39,9.83,3540.1,2.72,0.52,33.05,50.08,70.87
BATCH_0663,43.04,13.64,3.4,2.15,1.34,0.41,35.24,66.46,21.06,5.25,3.32,0.9856,2.46,1.5829,1380.7,192.4,1180.9,872.1,10.13,0.976,64.7,11.58,8.3,10.09,3294.6,2.42,0.438,33.49,54.35,73.59
BATCH_0664,43.99,13.62,2.66,2.09,1.09,0.62,34.92,67.59,20.92,4.09,3.21,1.0307,2.8649,1.2735,1386.2,177.6,1112.9,908.5,12.06,1.217,76.42,5.0,5.41,9.77,3981.6,3.03,0.524,34.33,57.34,74.65
BATCH_0665,43.48,14.03,2.96,2.13,1.21,0.29,34.63,66.51,21.47,4.53,3.26,0.9831,2.7585,1.3897,1363.4,186.1,1108.2,907.9,11.85,0.932,67.47,10.64,6.48,9.91,3664.1,2.71,0.507,33.49,55.65,72.35
BATCH_0666,43.83,13.87,2.87,1.81,1.42,0.35,36.28,68.79,21.77,4.51,2.85,1.0082,2.9606,1.5847,1452.2,191.2,1090.8,873.7,13.27,0.766,75.53,5.45,7.13,8.66,3410.4,2.51,0.476,37.4,57.14,73.85
BATCH_0667,43.24,13.94,3.33,1.78,1.14,0.28,34.67,66.18,21.33,5.09,2.72,0.9788,2.73,1.8691,1423.2,175.7,986.6,997.9,9.52,0.548,65.73,11.58,8.88,8.29,3740.8,2.58,0.499,33.73,56.49,70.1
BATCH_0668,43.2,13.47,3.28,2.32,1.26,0.25,36.37,67.89,21.16,5.16,3.64,1.0012,2.4052,1.4157,1444.6,184.9,1044.0,890.7,11.21,0.605,72.14,6.25,7.5,11.08,3519.1,2.72,0.46,35.31,57.02,75.33
BATCH_0669,41.82,13.44,3.58,2.16,1.47,0.42,36.17,65.52,21.06,5.6,3.38,0.965,2.3446,1.6561,1410.8,179.4,1079.8,954.2,11.91,0.785,59.1,15.8,9.12,10.29,3783.8,2.7,0.478,33.09,54.97,72.8
BATCH_0670,43.68,13.59,2.7,2.01,1.19,0.43,34.85,67.04,20.86,4.14,3.08,1.0255,2.8891,1.3455,1431.2,155.1,1138.0,875.5,14.84,0.858,76.82,5.0,5.77,9.37,3288.4,2.46,0.49,34.35,55.73,76.16
BATCH_0671,43.28,13.39,3.31,2.38,1.57,0.28,35.58,67.18,20.78,5.13,3.69,1.0064,2.3566,1.3907,1444.0,148.3,981.0,910.0,13.42,0.597,72.11,5.18,7.35,11.23,4076.4,2.83,0.477,39.09,58.43,77.48
BATCH_0672,43.97,14.02,3.29,2.26,0.99,0.43,34.82,67.46,21.51,5.04,3.47,0.9845,2.5276,1.4552,1427.6,205.0,1023.6,982.3,12.61,1.149,65.78,12.04,7.5,10.55,4019.0,2.97,0.492,34.88,55.58,74.49
BATCH_0673,43.07,12.89,3.21,1.96,1.31,0.39,36.45,67.77,20.28,5.05,3.08,1.045,2.4943,1.6412,1382.9,155.8,1114.6,921.1,12.48,1.112,77.13,5.0,8.18,9.37,3435.1,2.9,0.52,35.07,58.86,72.81
BATCH_0674,43.69,13.58,2.76,2.06,1.35,0.5,35.99,68.26,21.22,4.32,3.22,1.0234,2.8157,1.3423,1430.8,204.2,1159.9,901.7,9.81,1.156,76.01,5.0,6.0,9.79,3939.8,2.39,0.525,36.12,57.03,77.04
BATCH_0675,43.77,14.09,2.99,2.35,1.39,0.38,35.75,68.12,21.92,4.66,3.66,0.9823,2.6375,1.2728,1415.3,179.0,1075.7,928.6,12.36,0.835,69.11,10.72,6.15,11.13,3722.5,2.82,0.463,34.14,57.29,74.46
BATCH_0676,43.78,14.1,3.51,2.14,1.5,0.42,35.0,67.35,21.68,5.4,3.29,0.9713,2.494,1.6407,1444.1,156.3,1055.3,983.5,8.81,0.3,65.35,12.87,8.74,10.02,3893.1,2.77,0.468,36.62,58.05,77.36
BATCH_0677,42.9,12.58,3.1,1.88,1.26,0.28,36.06,67.09,19.68,4.85,2.94,1.068,2.5282,1.6516,1375.2,164.9,1131.6,899.6,10.84,1.228,80.56,5.0,7.88,8.93,3632.2,2.09,0.51,37.06,59.54,75.36
BATCH_0678,43.34,13.85,3.17,1.81,1.79,0.31,35.38,67.08,21.44,4.9,2.8,0.9903,2.7841,1.7486,1372.4,176.8,1051.9,917.9,13.53,1.366,66.28,11.47,8.24,8.53,3803.7,2.71,0.481,34.73,53.01,74.55
BATCH_0679,41.58,13.47,3.18,2.08,1.44,0.26,35.67,64.64,20.94,4.95,3.23,0.9695,2.5589,1.53,1476.3,202.6,1034.4,845.5,12.37,0.881,61.38,13.73,7.64,9.84,3592.0,2.88,0.467,33.13,55.79,73.29
BATCH_0680,41.91,15.11,2.85,2.14,1.05,0.36,36.38,65.88,23.76,4.47,3.37,0.8892,3.0293,1.3272,1434.8,167.6,1129.3,909.2,14.24,0.851,47.68,32.15,6.15,10.26,3453.3,2.82,0.486,28.28,51.5,72.71
BATCH_0681,43.34,13.48,3.42,2.24,1.25,0.47,35.92,67.64,21.04,5.34,3.5,1.0007,2.3798,1.5273,1455.3,163.2,1109.5,917.4,12.49,0.391,70.89,6.84,8.24,10.64,3143.4,2.57,0.453,35.82,56.75,74.13
BATCH_0682,43.38,12.58,2.91,2.3,1.49,0.57,35.22,66.96,19.42,4.49,3.54,1.079,2.4181,1.2667,1478.9,174.9,1225.2,921.0,11.06,0.55,85.04,5.0,5.9,10.78,3035.8,3.28,0.528,34.6,57.14,75.22
