Batch_ID,Kiln_Temp_C,Feed_Rate_tph,Fan_Speed_rpm,Sec_Air_Temp_C,Fineness_90um_pct
BATCH_0927,1472.8,169.1,1074.9,1028.9,11.25
BATCH_0928,1414.3,182.7,1098.1,950.7,14.35
BATCH_0929,1474.3,159.0,1082.9,913.4,13.2
BATCH_0930,1462.7,169.9,1082.4,957.8,10.96
BATCH_0931,1429.6,183.6,1106.0,901.0,11.52
BATCH_0932,1422.5,190.4,1131.9,926.8,12.68
BATCH_0933,1419.8,198.5,1124.2,893.7,11.12
BATCH_0934,1402.8,205.3,1043.2,943.5,13.09
BATCH_0935,1376.1,192.3,1014.1,901.1,11.92
BATCH_0936,1424.0,195.1,1155.2,918.7,12.94
BATCH_0937,1383.8,185.5,1102.6,895.5,11.35
BATCH_0938,1474.2,202.3,1002.5,919.9,14.73
BATCH_0939,1434.7,188.1,1020.8,945.1,12.77
BATCH_0940,1400.2,194.3,1081.2,861.0,11.0
BATCH_0941,1444.7,186.1,1059.9,848.5,12.06
BATCH_0942,1444.7,169.2,1051.7,915.7,11.5
BATCH_0943,1437.7,183.7,1088.4,860.7,12.92
BATCH_0944,1426.9,199.7,1117.2,944.9,14.88
BATCH_0945,1431.7,202.0,1039.1,967.8,10.36
BATCH_0946,1373.4,186.0,1192.8,921.3,10.11
BATCH_0947,1471.5,171.0,1079.9,888.3,12.32
BATCH_0948,1416.0,164.8,1100.5,934.2,13.78
BATCH_0949,1452.9,162.2,1121.2,932.6,12.99
BATCH_0950,1427.1,174.0,1070.8,973.5,9.43
BATCH_0951,1403.0,195.5,1087.6,899.8,12.35
BATCH_0952,1409.4,186.9,1017.5,880.7,12.7
BATCH_0953,1453.6,174.3,1099.9,957.2,14.83
BATCH_0954,1359.0,167.2,1088.4,919.1,11.49
BATCH_0955,1420.9,162.6,1141.1,986.5,11.54
BATCH_0956,1459.9,186.8,1084.0,940.6,11.96
BATCH_0957,1397.4,175.1,1177.8,931.1,14.35
BATCH_0958,1394.9,182.9,1147.1,961.0,11.86
BATCH_0959,1424.9,182.9,1092.1,891.1,14.19
BATCH_0960,1418.8,211.7,1074.5,927.8,13.86
BATCH_0961,1407.8,196.0,1205.8,940.3,10.53
BATCH_0962,1462.2,182.0,1107.0,894.7,11.57
BATCH_0963,1433.8,188.4,1107.3,855.3,11.62
BATCH_0964,1408.4,201.4,1128.6,874.8,11.6
BATCH_0965,1447.5,190.3,1058.1,926.1,13.47
BATCH_0966,1425.1,193.1,1080.6,908.4,16.73
BATCH_0967,1475.1,201.9,1158.9,844.6,12.14
BATCH_0968,1397.8,186.9,1182.3,876.0,13.22
BATCH_0969,1457.0,157.9,1070.8,904.2,10.53
BATCH_0970,1410.8,202.1,975.7,964.8,13.69
BATCH_0971,1452.5,166.8,1129.1,939.6,14.19
BATCH_0972,1388.4,168.5,1031.4,899.8,14.47
BATCH_0973,1439.1,156.9,1099.8,839.4,14.7
BATCH_0974,1399.0,195.2,1187.8,906.8,14.59
BATCH_0975,1416.6,165.1,1128.3,890.4,12.03
BATCH_0976,1426.1,193.1,1095.4,877.9,12.34
BATCH_0977,1427.8,179.5,1095.8,871.9,11.77
BATCH_0978,1411.6,175.7,1126.3,961.7,10.78
BATCH_0979,1405.1,164.7,1062.6,876.6,9.72
BATCH_0980,1422.9,178.1,1059.8,926.6,12.74
BATCH_0981,1529.0,195.9,1103.6,973.3,13.56
BATCH_0982,1468.2,174.5,1106.2,923.9,12.56
BATCH_0983,1441.9,219.6,1161.5,905.5,14.32
BATCH_0984,1422.4,195.8,1147.6,906.9,11.72
BATCH_0985,1430.1,179.4,1135.1,882.8,14.5
BATCH_0986,1368.4,187.3,1143.6,927.6,14.23
BATCH_0987,1486.3,154.4,1158.9,913.2,11.09
BATCH_0988,1379.0,195.5,1125.5,855.6,12.44
BATCH_0989,1420.3,168.8,1097.7,917.5,13.34
BATCH_0990,1467.5,177.5,1126.9,946.9,11.56
BATCH_0991,1407.4,175.4,1080.1,918.4,12.89
BATCH_0992,1424.9,201.8,1080.5,916.8,14.02
BATCH_0993,1390.8,201.3,1110.4,864.2,14.8
BATCH_0994,1399.2,175.6,1045.7,939.7,13.26
BATCH_0995,1421.3,199.9,1052.1,876.8,11.73
BATCH_0996,1408.8,195.2,1082.4,953.1,11.61
BATCH_0997,1377.9,177.5,1037.5,925.0,9.62
BATCH_0998,1381.4,183.7,1048.1,891.7,13.03
BATCH_0999,1418.2,185.3,1096.6,890.2,12.42
BATCH_1000,1402.7,194.5,1047.5,930.8,12.56
BATCH_1001,1479.5,173.5,1005.5,952.6,13.89
BATCH_1002,1402.7,160.7,1181.4,964.3,12.82
BATCH_1003,1455.2,193.7,1097.0,909.0,12.58
BATCH_1004,1408.5,178.4,1172.9,930.8,13.35
BATCH_1005,1432.8,175.8,1022.8,917.3,12.64
BATCH_1006,1401.4,163.0,1134.7,862.1,10.54
BATCH_1007,1417.1,168.0,1148.8,928.4,11.59
BATCH_1008,1440.7,179.7,1005.2,881.3,12.51
BATCH_1009,1421.4,178.9,1137.9,970.2,11.88
BATCH_1010,1396.2,187.5,1095.2,902.9,12.89
BATCH_1011,1403.0,181.9,1020.2,974.8,13.63
BATCH_1012,1434.4,164.4,1083.6,918.1,12.91
BATCH_1013,1399.8,173.0,1178.6,890.4,12.79
BATCH_1014,1422.8,185.2,1209.6,1022.5,11.54
BATCH_1015,1451.4,208.7,1070.7,988.8,15.32
BATCH_1016,1426.3,194.3,1042.6,934.8,13.66
BATCH_1017,1334.9,167.0,1071.2,865.7,15.89
BATCH_1018,1488.4,161.3,1095.4,955.2,12.55
BATCH_1019,1482.7,201.1,1092.8,894.3,9.86
BATCH_1020,1422.6,184.1,1025.9,926.3,12.61
BATCH_1021,1467.3,173.8,1116.6,945.6,12.76
BATCH_1022,1408.4,202.5,1074.3,999.1,13.68
BATCH_1023,1403.4,178.1,1118.1,927.2,13.4
BATCH_1024,1413.6,163.6,1135.9,897.4,10.25
BATCH_1025,1436.9,199.8,1064.0,896.3,13.11
BATCH_1026,1380.1,177.1,1085.0,896.3,11.69
BATCH_1027,1444.6,205.3,1111.4,893.4,10.99
BATCH_1028,1469.6,195.0,1114.8,911.5,13.78
BATCH_1029,1418.5,187.8,1094.3,966.3,11.9
BATCH_1030,1408.7,160.3,1096.2,970.6,14.0
BATCH_1031,1414.8,170.9,1087.3,935.6,10.94
BATCH_1032,1409.0,221.7,1152.5,922.0,12.33
BATCH_1033,1396.2,178.3,1073.7,962.6,12.46
BATCH_1034,1401.0,184.4,1056.7,931.1,11.4
BATCH_1035,1420.0,137.0,1052.0,977.3,13.28
BATCH_1036,1438.1,186.2,1131.9,857.7,11.62
BATCH_1037,1411.5,201.1,1107.9,879.3,11.44
BATCH_1038,1382.4,180.0,1246.5,993.8,12.58
BATCH_1039,1439.4,167.9,1053.8,945.7,12.28
BATCH_1040,1434.9,209.6,1163.4,988.1,10.89
BATCH_1041,1420.9,196.9,1111.5,979.8,11.33
BATCH_1042,1375.4,197.0,1068.9,916.2,12.51
BATCH_1043,1452.8,174.2,1122.7,910.4,12.57
BATCH_1044,1430.8,180.7,1141.6,941.9,12.1
BATCH_1045,1387.3,186.0,1049.4,930.4,14.55
BATCH_1046,1410.7,205.1,1098.5,933.3,12.56
BATCH_1047,1424.2,161.5,1096.3,929.7,12.37
BATCH_1048,1368.1,165.9,1105.2,891.5,6.72
BATCH_1049,1427.4,189.7,1107.4,895.1,12.5
BATCH_1050,1450.1,178.3,1084.8,898.2,15.31
BATCH_1051,1395.1,216.5,1106.6,841.3,14.89
BATCH_1052,1474.4,185.8,1097.8,965.8,13.55
BATCH_1053,1423.1,175.3,1139.9,926.3,9.3
BATCH_1054,1443.5,179.5,1195.4,947.8,13.44
BATCH_1055,1421.9,189.6,1108.0,932.2,12.89
BATCH_1056,1451.1,184.3,1188.3,910.1,12.32
BATCH_1057,1458.5,171.8,1098.7,977.6,16.29
BATCH_1058,1453.4,171.1,1117.3,922.7,14.81
BATCH_1059,1390.4,177.2,1067.7,866.0,10.19
BATCH_1060,1438.6,156.4,1038.3,930.1,13.01
BATCH_1061,1444.3,165.2,1062.2,957.3,11.79
BATCH_1062,1395.8,187.3,1148.0,932.0,15.11
BATCH_1063,1511.0,164.4,1093.3,922.4,11.7
BATCH_1064,1389.2,164.9,1046.8,946.4,11.39
BATCH_1065,1442.1,192.0,1147.9,865.7,12.87
BATCH_1066,1448.1,186.7,1070.7,878.1,13.28
BATCH_1067,1411.2,181.2,1162.5,906.5,14.71
BATCH_1068,1395.3,167.7,1140.9,855.3,9.39
BATCH_1069,1472.5,173.3,1176.5,934.7,11.77
BATCH_1070,1482.8,170.8,1046.7,914.5,12.22
BATCH_1071,1410.2,199.8,1154.9,855.2,11.08
BATCH_1072,1391.0,176.4,1187.1,951.4,14.12
BATCH_1073,1411.2,201.0,1158.1,885.8,14.47
BATCH_1074,1413.2,178.4,1117.3,888.9,13.62
BATCH_1075,1473.4,203.3,1144.3,882.6,14.6
BATCH_1076,1406.5,175.0,1091.3,977.9,13.51
BATCH_1077,1321.1,163.4,1093.3,923.7,13.01
BATCH_1078,1440.1,188.0,1017.8,905.4,11.77
BATCH_1079,1501.3,192.2,1141.0,957.1,9.0
BATCH_1080,1455.9,169.9,1045.6,928.5,11.35
BATCH_1081,1388.8,182.0,1135.6,923.7,13.24
BATCH_1082,1440.8,161.6,1083.8,967.8,10.71
BATCH_1083,1385.4,170.6,1126.6,941.5,17.61
BATCH_1084,1430.6,203.8,1097.9,849.8,13.47
BATCH_1085,1443.8,180.8,1101.4,886.9,13.29
BATCH_1086,1439.1,181.4,1095.8,857.1,11.27
BATCH_1087,1427.8,179.4,1113.2,847.7,12.15
BATCH_1088,1453.9,215.1,1141.7,913.5,12.03
BATCH_1089,1445.2,213.4,1083.0,872.6,12.98
BATCH_1090,1435.4,189.7,1010.1,880.8,12.62
BATCH_1091,1390.3,195.4,1048.6,846.7,13.15
BATCH_1092,1450.9,180.4,1038.6,921.8,14.39
BATCH_1093,1365.5,166.6,1080.1,896.7,11.04
BATCH_1094,1492.7,172.0,1122.0,925.8,13.03
BATCH_1095,1438.7,187.9,1081.8,892.1,12.71
BATCH_1096,1474.3,191.5,1176.8,897.5,12.29
BATCH_1097,1406.2,175.7,1210.9,920.7,14.86
BATCH_1098,1400.0,172.8,1077.5,900.8,12.51
BATCH_1099,1392.1,204.8,1135.4,958.2,12.91
BATCH_1100,1430.4,187.6,1103.1,917.6,14.66
BATCH_1101,1353.0,171.4,1042.7,864.7,12.48
BATCH_1102,1446.4,157.4,1089.3,882.8,13.35
BATCH_1103,1441.4,210.0,1051.7,882.5,10.71
BATCH_1104,1439.5,175.4,1142.3,847.8,13.6
BATCH_1105,1392.3,185.1,1109.7,921.6,13.68
BATCH_1106,1331.4,188.5,1087.7,915.5,14.52
BATCH_1107,1349.3,197.8,1125.3,926.0,12.36
BATCH_1108,1373.4,176.7,1085.2,869.6,13.47
BATCH_1109,1499.0,183.2,1019.4,1022.4,12.37
BATCH_1110,1467.0,175.0,1053.4,885.2,13.48
BATCH_1111,1439.3,184.1,1086.5,894.0,12.15
BATCH_1112,1390.8,169.1,1062.6,855.2,13.01
BATCH_1113,1427.9,208.3,1065.4,912.3,14.02
BATCH_1114,1422.6,174.4,1147.7,871.3,13.15
BATCH_1115,1419.8,202.1,1088.3,888.2,14.2
BATCH_1116,1433.9,189.3,1083.5,867.7,13.9
BATCH_1117,1403.1,169.2,1152.3,876.2,13.45
BATCH_1118,1420.0,167.6,1091.2,923.4,13.16
BATCH_1119,1411.7,237.1,1123.4,924.2,13.61
BATCH_1120,1478.5,196.1,1060.8,818.2,12.95
BATCH_1121,1431.9,199.8,1019.8,905.1,13.04
BATCH_1122,1483.9,166.4,1073.8,890.8,12.62
BATCH_1123,1457.4,199.2,1098.9,907.2,12.49
BATCH_1124,1364.4,212.1,1065.8,909.5,11.86
BATCH_1125,1483.0,183.0,1103.7,898.3,11.95
BATCH_1126,1419.7,180.9,1095.9,868.1,12.74
BATCH_1127,1471.8,174.6,1065.3,948.9,12.08
BATCH_1128,1437.8,187.2,1076.4,928.8,14.35
BATCH_1129,1379.0,191.2,1141.1,1014.7,12.11
BATCH_1130,1382.5,155.7,1110.4,927.4,15.37
BATCH_1131,1399.8,168.3,1138.4,937.9,12.58
BATCH_1132,1370.6,184.5,1133.8,896.8,15.38
BATCH_1133,1455.3,199.7,1151.9,961.4,12.36
BATCH_1134,1366.8,163.8,1155.4,917.6,11.86
BATCH_1135,1473.0,167.0,1088.3,962.6,11.13
BATCH_1136,1452.6,192.4,1095.0,902.4,12.87
BATCH_1137,1462.8,156.4,1189.7,916.9,14.54
BATCH_1138,1437.9,188.8,1119.9,943.2,12.57
BATCH_1139,1444.5,181.3,1125.2,927.9,14.08
BATCH_1140,1401.8,191.0,1153.9,968.6,9.11
BATCH_1141,1427.1,201.1,1084.1,877.5,10.62
BATCH_1142,1435.1,176.5,1146.5,915.5,11.21
BATCH_1143,1427.5,166.2,1085.3,926.3,12.45
BATCH_1144,1416.3,169.8,1051.6,855.5,12.28
BATCH_1145,1383.1,154.2,1116.8,899.3,10.0
BATCH_1146,1464.7,183.2,1148.1,877.3,14.06
BATCH_1147,1406.5,185.3,1142.3,922.8,13.16
BATCH_1148,1431.8,153.6,1151.2,956.3,13.26
BATCH_1149,1458.0,174.7,1155.3,903.7,12.7
BATCH_1150,1422.0,193.4,1037.0,930.3,13.77
BATCH_1151,1510.6,200.4,1112.9,893.6,14.41
BATCH_1152,1366.6,205.4,1085.5,942.8,12.01
BATCH_1153,1416.6,178.8,1163.5,966.4,14.05
BATCH_1154,1502.2,189.1,1152.1,921.8,11.33
BATCH_1155,1373.0,161.6,1017.0,904.5,9.97
BATCH_1156,1413.5,188.1,1065.3,830.2,13.97
BATCH_1157,1439.4,160.2,1082.0,962.1,12.7
BATCH_1158,1440.0,191.3,1149.3,863.5,12.88
BATCH_1159,1399.1,171.8,1083.4,916.0,13.87
BATCH_1160,1370.1,158.3,1059.6,960.5,12.0
BATCH_1161,1388.7,201.9,1081.6,899.3,11.79
BATCH_1162,1447.6,180.3,1075.5,915.4,10.94
BATCH_1163,1372.2,179.1,1121.9,993.6,12.61
BATCH_1164,1443.9,196.4,1126.2,841.8,10.91
BATCH_1165,1358.3,164.8,1135.2,891.1,11.01
BATCH_1166,1473.1,189.9,1104.5,893.6,12.47
BATCH_1167,1380.4,162.4,1073.6,886.1,12.47
BATCH_1168,1461.3,187.3,1063.2,959.9,12.19
BATCH_1169,1451.9,200.5,1201.2,909.5,12.79
BATCH_1170,1413.5,196.4,1100.0,921.2,12.81
BATCH_1171,1453.2,158.7,1094.0,960.4,11.55
BATCH_1172,1441.9,165.1,1085.8,964.0,9.76
BATCH_1173,1403.8,178.4,1112.4,937.5,12.46
BATCH_1174,1373.1,178.2,1013.7,984.0,13.1
BATCH_1175,1388.3,171.8,1213.0,980.0,12.25
BATCH_1176,1408.0,148.1,1129.1,915.0,11.03
BATCH_1177,1452.1,179.3,1068.8,949.4,10.79
BATCH_1178,1414.6,156.0,1124.1,859.3,11.1
BATCH_1179,1476.5,179.9,1061.6,921.8,11.58
BATCH_1180,1353.7,196.9,1105.5,874.6,14.68
BATCH_1181,1391.2,207.6,1124.0,951.1,13.58
BATCH_1182,1418.1,174.3,1035.6,908.0,11.88
BATCH_1183,1447.2,172.2,1117.2,878.5,12.24
BATCH_1184,1418.2,166.2,1006.1,927.1,16.03
BATCH_1185,1487.9,159.2,1092.7,894.6,10.94
BATCH_1186,1367.7,162.9,1124.3,873.5,10.7
BATCH_1187,1455.8,163.7,1075.9,951.1,13.67
BATCH_1188,1401.4,194.5,1022.1,947.1,13.87
BATCH_1189,1475.4,205.5,1169.0,893.2,15.23
BATCH_1190,1487.9,181.0,1059.2,854.8,12.59
BATCH_1191,1397.2,168.5,1078.6,904.6,12.68
BATCH_1192,1431.3,180.8,1127.8,917.3,10.54
BATCH_1193,1396.8,154.0,1128.0,910.0,13.18
BATCH_1194,1450.4,153.8,1175.6,889.1,11.74
BATCH_1195,1459.1,174.1,1099.2,953.0,11.35
BATCH_1196,1481.6,181.0,1151.7,951.5,10.56
BATCH_1197,1453.0,161.1,1087.5,884.1,11.24
BATCH_1198,1415.1,187.3,1073.8,889.2,12.49
BATCH_1199,1519.7,186.1,1098.9,997.6,9.08
BATCH_1200,1417.3,224.0,1079.7,923.5,13.32
